mets	metBiGGID	metChEBIID	metEHMNID	metHMDBID	metHMR2ID	metHepatoNET1ID	metKEGGID	metLipidMapsID	metMetaNetXID	metPubChemID	metRecon3DID	metRetired	metsNoComp
"MAM03148e"	"xan"	"CHEBI:17712"	""	"HMDB0000292"	""	"HC00320"	"C00385"	""	"MNXM174"	"1188"	"xan"	"m03148s"	"MAM03148"
"MAM03150e"	"xmp"	"CHEBI:15652"	""	""	""	"HC00478"	"C00655"	""	"MNXM298"	"73323"	"xmp"	"m03150s"	"MAM03150"
"MAM03149e"	"xtsn"	"CHEBI:18107"	""	"HMDB0000299"	""	"HC00838"	"C01762"	""	"MNXM687"	"64959"	"xtsn"	"m03149s"	"MAM03149"
"MAM00913e"	"3pg"	"CHEBI:17794"	""	""	""	"HC00186"	"C00197"	""	"MNXM126"	"439183"	"3pg"	"m00913s"	"MAM00913"
"MAM03109e"	"udpglcur"	"CHEBI:17200"	""	"HMDB0000935"	""	"HC00162"	"C00167"	""	"MNXM87"	"17473"	"udpglcur"	"m03109s"	"MAM03109"
"MAM02914e"	"glyc3p"	"CHEBI:15978"	""	""	""	"HC00095"	"C00093"	""	"MNXM66"	"439162"	"glyc3p"	"m02914s"	"MAM02914"
"MAM02585e"	"nicrnt"	"CHEBI:15763"	""	""	""	"HC00703"	"C01185"	""	"MNXM194"	"53477721"	"nicrnt"	"m02585s"	"MAM02585"
"MAM02660e"	"orot5p"	"CHEBI:15842"	""	""	""	"HC00669"	"C01103"	""	"MNXM519"	"160617"	"orot5p"	"m02660s"	"MAM02660"
"MAM02133e"	"hcys__L"	"CHEBI:17230"	""	"HMDB0000742"	""	"HC00151"	"C00155"	""	"MNXM123"	"778"	"hcys_L"	"m02133s"	"MAM02133"
"MAM02832e"	"retinal"	"CHEBI:17898"	""	"HMDB0001358"	""	""	"C00376"	"LMPR01090002"	"MNXM425"	"638015"	"retinal"	"m02832s"	"MAM02832"
"MAM01366e"	"argsuc"	"CHEBI:15682"	""	"HMDB0000052"	""	"HC01113"	"C03406"	""	"MNXM550"	"16950"	"argsuc"	"m01366s"	"MAM01366"
"MAM02634e"	"acrn"	"CHEBI:15960"	""	"HMDB0000201"	""	"HC00966"	"C02571"	""	"MNXM1028"	"1"	"acrn"	"m02634s"	"MAM02634"
"MAM02657e"	"pcrn"	"CHEBI:28867"	""	"HMDB0000824"	""	"HC02149"	"C03017"	"LMFA07070005"	"MNXM3074;MNXM6397"	"107738"	"pcrn"	"m02657s"	"MAM02657"
"MAM00105e"	"lneldccrn"	""	""	""	""	""	""	""	"MNXM8845"	"53477834"	"lneldccrn"	"m00105s"	"MAM00105"
"MAM02639e"	"odecrn"	""	""	"HMDB0005065"	""	""	""	""	"MNXM65475;MNXM8956"	""	"odecrn"	"m02639s"	"MAM02639"
"MAM02940e"	"stcrn"	""	""	""	""	""	""	"LMFA07070008"	"MNXM82716;MNXM9119"	"6426855"	"stcrn"	"m02940s"	"MAM02940"
"MAM02411e"	"pmtcrn"	"CHEBI:17490"	""	"HMDB0000222"	""	"HC01034"	"C02990"	"LMFA07070004"	"MNXM162587;MNXM787"	"11953816"	"pmtcrn"	"m02411s"	"MAM02411"
"MAM02676e"	"hdcecrn"	""	""	""	""	"HC10854"	""	""	"MNXM8716"	"129849228"	"hdcecrn"	"m02676s"	"MAM02676"
"MAM01620e"	"pcreat"	"CHEBI:58092"	""	""	""	""	"C02305"	""	"MNXM819;MNXM90130;MNXM91273"	"9548602"	"pcreat"	"m01620s"	"MAM01620"
"MAM01580e"	""	"CHEBI:32805"	""	""	""	"HC00342"	"C00417"	""	"MNXM162425;MNXM813"	"309"	"HC00342"	"m01580s"	"MAM01580"
"MAM01372e"	""	"CHEBI:48131"	""	"HMDB0000784"	""	""	"C08261"	"LMFA01170054"	"MNXM164574"	"2266"	"C08261"	"m01372s"	"MAM01372"
"MAM02123e"	""	"CHEBI:18089"	""	"HMDB0000714"	""	""	"C01586"	""	"MNXM1577"	"464"	"bgly"	"m02123s"	"MAM02123"
"MAM03419x"	""	""	""	""	""	""	""	""	"MNXM163842"	""	"alpa_hs"	"alpa_hs_p"	"MAM03419"
"MAM01892c"	"15kprostgf2"	""	""	""	""	""	""	""	""	""	"15kprostgf2"	"15kprostgf2_c"	"MAM01892"
"MAM03410c"	"adpoh"	""	""	""	""	""	""	""	""	""	"adpoh"	"adpoh_c"	"MAM03410"
"MAM03882c"	"phlac"	"CHEBI:8100"	""	""	""	""	""	""	""	""	"phlac"	"phlac_c"	"MAM03882"
"MAM03433c"	"and19one"	""	""	""	""	""	""	""	""	""	"and19one"	"and19one_c"	"MAM03433"
"MAM04040c"	"ttdceacoa"	""	""	""	""	""	""	""	""	""	"ttdceacoa"	"ttdceacoa_c"	"MAM04040"
"MAM03247c"	"3mhis"	""	""	""	""	""	""	""	""	""	"3mhis"	"3mhis_c"	"MAM03247"
"MAM03681c"	"hmcr"	""	""	""	""	""	""	""	""	""	"hmcr"	"hmcr_c"	"MAM03681"
"MAM03862c"	"phacgly"	""	""	""	""	""	""	""	""	""	"phacgly"	"phacgly_c"	"MAM03862"
"MAM03815e"	"pcholmyr_hs"	""	""	"HMDB0010385"	""	""	"C04230"	""	""	"53480465"	"pcholmyr_hs"	"pcholmyr_hs_s"	"MAM03815"
"MAM03832e"	"pcholole_hs"	""	""	"HMDB0002815  "	""	""	"C04230"	""	""	"16081932"	"pcholole_hs"	"pcholole_hs_s"	"MAM03832"
"MAM03859e"	"peole_hs"	""	""	""	""	""	""	""	""	""	"peole_hs"	"peole_hs_s"	"MAM03859"
"MAM03834e"	"pcholpalme_hs"	""	""	""	""	""	""	""	""	""	"pcholpalme_hs"	"pcholpalme_hs_s"	"MAM03834"
"MAM03833e"	"pcholpalm_hs"	""	""	""	""	""	""	""	""	""	"pcholpalm_hs"	"pcholpalm_hs_s"	"MAM03833"
"MAM03860e"	"pepalm_hs"	""	""	""	""	""	""	""	""	""	"pepalm_hs"	"pepalm_hs_s"	"MAM03860"
"MAM02750e"	"pail_hs"	"CHEBI:16749"	""	""	""	"HC02009"	"C01194"	""	"MNXM2416"	""	"pail_hs"	"m02750s"	"MAM02750"
"MAM03803e"	"pailpalm_hs"	""	""	""	""	""	""	""	""	""	"pailpalm_hs"	"pailpalm_hs_s"	"MAM03803"
"MAM03835e"	"pcholste_hs"	""	""	"HMDB0010384 "	""	""	"C04230"	""	""	"497299"	"pcholste_hs"	"pcholste_hs_s"	"MAM03835"
"MAM03861e"	"peste_hs"	""	""	""	""	""	""	""	""	""	"peste_hs"	"peste_hs_s"	"MAM03861"
"MAM03804e"	"pailste_hs"	""	""	""	""	""	""	""	""	""	"pailste_hs"	"pailste_hs_s"	"MAM03804"
"MAM03805e"	"pchol2linl_hs"	""	""	""	""	""	""	""	""	""	"pchol2linl_hs"	"pchol2linl_hs_s"	"MAM03805"
"MAM03847e"	"pe2linl_hs"	""	""	""	""	""	""	""	""	""	"pe2linl_hs"	"pe2linl_hs_s"	"MAM03847"
"MAM03806e"	"pchol2ole_hs"	""	""	""	""	""	""	""	""	""	"pchol2ole_hs"	"pchol2ole_hs_s"	"MAM03806"
"MAM03807e"	"pchol2palm_hs"	""	""	""	""	""	""	""	""	""	"pchol2palm_hs"	"pchol2palm_hs_s"	"MAM03807"
"MAM03808e"	"pchol2ste_hs"	""	""	""	""	""	""	""	""	""	"pchol2ste_hs"	"pchol2ste_hs_s"	"MAM03808"
"MAM04077e"	"xolest183_hs"	""	""	""	""	""	""	""	""	""	"xolest183_hs"	"xolest183_hs_s"	"MAM04077"
"MAM04075e"	"xolest181_hs"	""	""	""	""	""	""	""	""	""	"xolest181_hs"	"xolest181_hs_s"	"MAM04075"
"MAM04079e"	"xolest205_hs"	""	""	""	""	""	""	""	""	""	"xolest205_hs"	"xolest205_hs_s"	"MAM04079"
"MAM04078e"	"xolest204_hs"	""	""	""	""	""	""	""	""	""	"xolest204_hs"	"xolest204_hs_s"	"MAM04078"
"MAM04080e"	"xolest226_hs"	""	""	""	""	""	""	""	""	""	"xolest226_hs"	"xolest226_hs_s"	"MAM04080"
"MAM03816e"	"pcholn15_hs"	""	""	""	""	""	""	""	""	""	"pcholn15_hs"	"pcholn15_hs_s"	"MAM03816"
"MAM03809e"	"pcholar_hs"	""	""	""	""	""	""	""	""	""	"pcholar_hs"	"pcholar_hs_s"	"MAM03809"
"MAM03818e"	"pcholn183_hs"	""	""	""	""	""	""	""	""	""	"pcholn183_hs"	"pcholn183_hs_s"	"MAM03818"
"MAM03817e"	"pcholn1836_hs"	""	""	""	""	""	""	""	""	""	"pcholn1836_hs"	"pcholn1836_hs_s"	"MAM03817"
"MAM03819e"	"pcholn19_hs"	""	""	""	""	""	""	""	""	""	"pcholn19_hs"	"pcholn19_hs_s"	"MAM03819"
"MAM03820e"	"pcholn201_hs"	""	""	""	""	""	""	""	""	""	"pcholn201_hs"	"pcholn201_hs_s"	"MAM03820"
"MAM03822e"	"pcholn204_hs"	""	""	"HMDB0010396"	""	""	"C04230"	""	""	"53480469"	"pcholn204_hs"	"pcholn204_hs_s"	"MAM03822"
"MAM03823e"	"pcholn205_hs"	""	""	""	""	""	""	""	""	""	"pcholn205_hs"	"pcholn205_hs_s"	"MAM03823"
"MAM03824e"	"pcholn224_hs"	""	""	""	""	""	""	""	""	""	"pcholn224_hs"	"pcholn224_hs_s"	"MAM03824"
"MAM03826e"	"pcholn225_hs"	""	""	""	""	""	""	""	""	""	"pcholn225_hs"	"pcholn225_hs_s"	"MAM03826"
"MAM03825e"	"pcholn2254_hs"	""	""	""	""	""	""	""	""	""	"pcholn2254_hs"	"pcholn2254_hs_s"	"MAM03825"
"MAM03827e"	"pcholn226_hs"	""	""	""	""	""	""	""	""	""	"pcholn226_hs"	"pcholn226_hs_s"	"MAM03827"
"MAM03848e"	"pear_hs"	""	""	""	""	""	""	""	""	""	"pear_hs"	"pear_hs_s"	"MAM03848"
"MAM03844e"	"pe203_hs"	""	""	""	""	""	""	""	""	""	"pe203_hs"	"pe203_hs_s"	"MAM03844"
"MAM03846e"	"pe226_hs"	""	""	""	""	""	""	""	""	""	"pe226_hs"	"pe226_hs_s"	"MAM03846"
"MAM03845e"	"pe224_hs"	""	""	""	""	""	""	""	""	""	"pe224_hs"	"pe224_hs_s"	"MAM03845"
"MAM03855e"	"pedh203_hs"	""	""	""	""	""	""	""	""	""	"pedh203_hs"	"pedh203_hs_s"	"MAM03855"
"MAM03838e"	"pe12_hs"	""	""	""	""	""	""	""	""	""	"pe12_hs"	"pe12_hs_s"	"MAM03838"
"MAM03840e"	"pe14_hs"	""	""	""	""	""	""	""	""	""	"pe14_hs"	"pe14_hs_s"	"MAM03840"
"MAM03842e"	"pe161_hs"	""	""	""	""	""	""	""	""	""	"pe161_hs"	"pe161_hs_s"	"MAM03842"
"MAM03839e"	"pe13_hs"	""	""	""	""	""	""	""	""	""	"pe13_hs"	"pe13_hs_s"	"MAM03839"
"MAM03841e"	"pe15_hs"	""	""	""	""	""	""	""	""	""	"pe15_hs"	"pe15_hs_s"	"MAM03841"
"MAM03843e"	"pe17_hs"	""	""	""	""	""	""	""	""	""	"pe17_hs"	"pe17_hs_s"	"MAM03843"
"MAM03821e"	"pcholn203_hs"	""	""	""	""	""	""	""	""	""	"pcholn203_hs"	"pcholn203_hs_s"	"MAM03821"
"MAM03802e"	"pailar_hs"	""	""	""	""	""	""	""	""	""	"pailar_hs"	"pailar_hs_s"	"MAM03802"
"MAM03828e"	"pcholn24_hs"	""	""	"HMDB0010405"	""	""	"C04230"	""	""	"24779481"	"pcholn24_hs"	"pcholn24_hs_s"	"MAM03828"
"MAM03829e"	"pcholn261_hs"	""	""	""	""	""	""	""	""	""	"pcholn261_hs"	"pcholn261_hs_s"	"MAM03829"
"MAM03830e"	"pcholn281_hs"	""	""	""	""	""	""	""	""	""	"pcholn281_hs"	"pcholn281_hs_s"	"MAM03830"
"MAM03831e"	"pcholn28_hs"	""	""	""	""	""	""	""	""	""	"pcholn28_hs"	"pcholn28_hs_s"	"MAM03831"
"MAM03810e"	"pcholdoc_hs"	""	""	""	""	""	""	""	""	""	"pcholdoc_hs"	"pcholdoc_hs_s"	"MAM03810"
"MAM03811e"	"pcholeic_hs"	""	""	""	""	""	""	""	""	""	"pcholeic_hs"	"pcholeic_hs_s"	"MAM03811"
"MAM03812e"	"pcholet_hs"	""	""	""	""	""	""	""	""	""	"pcholet_hs"	"pcholet_hs_s"	"MAM03812"
"MAM03813e"	"pcholhep_hs"	"CHEBI:580913"	""	"HMDB0012108"	""	""	"C04230"	""	""	"24779463"	"pcholhep_hs"	"pcholhep_hs_s"	"MAM03813"
"MAM03814e"	"pchollinl_hs"	""	""	""	""	""	""	""	""	""	"pchollinl_hs"	"pchollinl_hs_s"	"MAM03814"
"MAM03856e"	"pelinl_hs"	""	""	""	""	""	""	""	""	""	"pelinl_hs"	"pelinl_hs_s"	"MAM03856"
"MAM03937c"	"sphmyln18114_hs"	""	""	""	""	""	""	""	""	""	"sphmyln18114_hs"	"sphmyln18114_hs_c"	"MAM03937"
"MAM03946c"	"sphmyln18121_hs"	""	""	""	""	""	""	""	""	""	"sphmyln18121_hs"	"sphmyln18121_hs_c"	"MAM03946"
"MAM03947c"	"sphmyln181221_hs"	""	""	""	""	""	""	""	""	""	"sphmyln181221_hs"	"sphmyln181221_hs_c"	"MAM03947"
"MAM03948c"	"sphmyln18122_hs"	""	""	""	""	""	""	""	""	""	"sphmyln18122_hs"	"sphmyln18122_hs_c"	"MAM03948"
"MAM03949c"	"sphmyln18123_hs"	""	""	""	""	""	""	""	""	""	"sphmyln18123_hs"	"sphmyln18123_hs_c"	"MAM03949"
"MAM03936c"	"sphmyln180241_hs"	""	""	""	""	""	""	""	""	""	"sphmyln180241_hs"	"sphmyln180241_hs_c"	"MAM03936"
"MAM03950c"	"sphmyln1824_hs"	""	""	""	""	""	""	""	""	""	"sphmyln1824_hs"	"sphmyln1824_hs_c"	"MAM03950"
"MAM03951c"	"sphmyln1825_hs"	""	""	""	""	""	""	""	""	""	"sphmyln1825_hs"	"sphmyln1825_hs_c"	"MAM03951"
"MAM03938c"	"sphmyln18115_hs"	""	""	""	""	""	""	""	""	""	"sphmyln18115_hs"	"sphmyln18115_hs_c"	"MAM03938"
"MAM03939c"	"sphmyln181161_hs"	""	""	""	""	""	""	""	""	""	"sphmyln181161_hs"	"sphmyln181161_hs_c"	"MAM03939"
"MAM03940c"	"sphmyln18116_hs"	""	""	""	""	""	""	""	""	""	"sphmyln18116_hs"	"sphmyln18116_hs_c"	"MAM03940"
"MAM03941c"	"sphmyln18117_hs"	""	""	""	""	""	""	""	""	""	"sphmyln18117_hs"	"sphmyln18117_hs_c"	"MAM03941"
"MAM03943c"	"sphmyln18118_hs"	""	""	""	""	""	""	""	""	""	"sphmyln18118_hs"	"sphmyln18118_hs_c"	"MAM03943"
"MAM03942c"	"sphmyln181181_hs"	""	""	""	""	""	""	""	""	""	"sphmyln181181_hs"	"sphmyln181181_hs_c"	"MAM03942"
"MAM03944c"	"sphmyln181201_hs"	""	""	""	""	""	""	""	""	""	"sphmyln181201_hs"	"sphmyln181201_hs_c"	"MAM03944"
"MAM03945c"	"sphmyln18120_hs"	""	""	""	""	""	""	""	""	""	"sphmyln18120_hs"	"sphmyln18120_hs_c"	"MAM03945"
"MAM04077l"	"xolest183_hs"	""	""	""	""	""	""	""	""	""	"xolest183_hs"	"xolest183_hs_l"	"MAM04077"
"MAM04076l"	"xolest182_hs"	""	""	""	""	""	""	""	""	""	"xolest182_hs"	"xolest182_hs_l"	"MAM04076"
"MAM04075l"	""	""	""	""	""	""	""	""	""	""	"xolest181_hs"	"xolest181_hs_l"	"MAM04075"
"MAM04079l"	"xolest205_hs"	""	""	""	""	""	""	""	""	""	"xolest205_hs"	"xolest205_hs_l"	"MAM04079"
"MAM04078l"	""	""	""	""	""	""	""	""	""	""	"xolest204_hs"	"xolest204_hs_l"	"MAM04078"
"MAM04080l"	"xolest226_hs"	""	""	""	""	""	""	""	""	""	"xolest226_hs"	"xolest226_hs_l"	"MAM04080"
"MAM03752e"	"maglinl_hs"	""	""	""	""	""	""	""	""	""	"maglinl_hs"	"maglinl_hs_s"	"MAM03752"
"MAM03753e"	"magole_hs"	""	""	""	""	""	""	""	""	""	"magole_hs"	"magole_hs_s"	"MAM03753"
"MAM03754e"	"magpalm_hs"	""	""	""	""	""	""	""	""	""	"magpalm_hs"	"magpalm_hs_s"	"MAM03754"
"MAM03755e"	"magste_hs"	""	""	""	""	""	""	""	""	""	"magste_hs"	"magste_hs_s"	"MAM03755"
"MAM03751e"	"magarachi_hs"	"CHEBI:75612"	""	""	""	""	""	""	""	""	"magarachi_hs"	"magarachi_hs_s"	"MAM03751"
"MAM03815c"	"pcholmyr_hs"	""	""	"HMDB0010385"	""	""	"C04230"	""	""	"53480465"	"pcholmyr_hs"	"pcholmyr_hs_c"	"MAM03815"
"MAM03832c"	"pcholole_hs"	""	""	"HMDB0002815  "	""	""	"C04230"	""	""	"16081932"	"pcholole_hs"	"pcholole_hs_c"	"MAM03832"
"MAM03859c"	"peole_hs"	""	""	""	""	""	""	""	""	""	"peole_hs"	"peole_hs_c"	"MAM03859"
"MAM03834c"	"pcholpalme_hs"	""	""	""	""	""	""	""	""	""	"pcholpalme_hs"	"pcholpalme_hs_c"	"MAM03834"
"MAM03833c"	"pcholpalm_hs"	""	""	""	""	""	""	""	""	""	"pcholpalm_hs"	"pcholpalm_hs_c"	"MAM03833"
"MAM03860c"	"pepalm_hs"	""	""	""	""	""	""	""	""	""	"pepalm_hs"	"pepalm_hs_c"	"MAM03860"
"MAM03803c"	"pailpalm_hs"	""	""	""	""	""	""	""	""	""	"pailpalm_hs"	"pailpalm_hs_c"	"MAM03803"
"MAM03835c"	"pcholste_hs"	""	""	"HMDB0010384 "	""	""	"C04230"	""	""	"497299"	"pcholste_hs"	"pcholste_hs_c"	"MAM03835"
"MAM03805c"	"pchol2linl_hs"	""	""	""	""	""	""	""	""	""	"pchol2linl_hs"	"pchol2linl_hs_c"	"MAM03805"
"MAM03847c"	"pe2linl_hs"	""	""	""	""	""	""	""	""	""	"pe2linl_hs"	"pe2linl_hs_c"	"MAM03847"
"MAM03806c"	"pchol2ole_hs"	""	""	""	""	""	""	""	""	""	"pchol2ole_hs"	"pchol2ole_hs_c"	"MAM03806"
"MAM03807c"	"pchol2palm_hs"	""	""	""	""	""	""	""	""	""	"pchol2palm_hs"	"pchol2palm_hs_c"	"MAM03807"
"MAM03808c"	"pchol2ste_hs"	""	""	""	""	""	""	""	""	""	"pchol2ste_hs"	"pchol2ste_hs_c"	"MAM03808"
"MAM03816c"	"pcholn15_hs"	""	""	""	""	""	""	""	""	""	"pcholn15_hs"	"pcholn15_hs_c"	"MAM03816"
"MAM03809c"	"pcholar_hs"	""	""	""	""	""	""	""	""	""	"pcholar_hs"	"pcholar_hs_c"	"MAM03809"
"MAM03818c"	"pcholn183_hs"	""	""	""	""	""	""	""	""	""	"pcholn183_hs"	"pcholn183_hs_c"	"MAM03818"
"MAM03817c"	"pcholn1836_hs"	""	""	""	""	""	""	""	""	""	"pcholn1836_hs"	"pcholn1836_hs_c"	"MAM03817"
"MAM03819c"	"pcholn19_hs"	""	""	""	""	""	""	""	""	""	"pcholn19_hs"	"pcholn19_hs_c"	"MAM03819"
"MAM03820c"	"pcholn201_hs"	""	""	""	""	""	""	""	""	""	"pcholn201_hs"	"pcholn201_hs_c"	"MAM03820"
"MAM03822c"	"pcholn204_hs"	""	""	"HMDB0010396"	""	""	"C04230"	""	""	"53480469"	"pcholn204_hs"	"pcholn204_hs_c"	"MAM03822"
"MAM03823c"	"pcholn205_hs"	""	""	""	""	""	""	""	""	""	"pcholn205_hs"	"pcholn205_hs_c"	"MAM03823"
"MAM03824c"	"pcholn224_hs"	""	""	""	""	""	""	""	""	""	"pcholn224_hs"	"pcholn224_hs_c"	"MAM03824"
"MAM03826c"	"pcholn225_hs"	""	""	""	""	""	""	""	""	""	"pcholn225_hs"	"pcholn225_hs_c"	"MAM03826"
"MAM03825c"	"pcholn2254_hs"	""	""	""	""	""	""	""	""	""	"pcholn2254_hs"	"pcholn2254_hs_c"	"MAM03825"
"MAM03827c"	"pcholn226_hs"	""	""	""	""	""	""	""	""	""	"pcholn226_hs"	"pcholn226_hs_c"	"MAM03827"
"MAM03848c"	"pear_hs"	"CHEBI:64395"	""	""	""	""	""	""	""	""	"pear_hs"	"pear_hs_c"	"MAM03848"
"MAM03844c"	"pe203_hs"	""	""	""	""	""	""	""	""	""	"pe203_hs"	"pe203_hs_c"	"MAM03844"
"MAM03846c"	"pe226_hs"	""	""	""	""	""	""	""	""	""	"pe226_hs"	"pe226_hs_c"	"MAM03846"
"MAM03845c"	"pe224_hs"	""	""	""	""	""	""	""	""	""	"pe224_hs"	"pe224_hs_c"	"MAM03845"
"MAM03855c"	"pedh203_hs"	""	""	""	""	""	""	""	""	""	"pedh203_hs"	"pedh203_hs_c"	"MAM03855"
"MAM03838c"	"pe12_hs"	""	""	""	""	""	""	""	""	""	"pe12_hs"	"pe12_hs_c"	"MAM03838"
"MAM03840c"	"pe14_hs"	""	""	""	""	""	""	""	""	""	"pe14_hs"	"pe14_hs_c"	"MAM03840"
"MAM03842c"	"pe161_hs"	""	""	""	""	""	""	""	""	""	"pe161_hs"	"pe161_hs_c"	"MAM03842"
"MAM03839c"	"pe13_hs"	""	""	""	""	""	""	""	""	""	"pe13_hs"	"pe13_hs_c"	"MAM03839"
"MAM03841c"	"pe15_hs"	""	""	""	""	""	""	""	""	""	"pe15_hs"	"pe15_hs_c"	"MAM03841"
"MAM03843c"	"pe17_hs"	""	""	""	""	""	""	""	""	""	"pe17_hs"	"pe17_hs_c"	"MAM03843"
"MAM03821c"	"pcholn203_hs"	""	""	""	""	""	""	""	""	""	"pcholn203_hs"	"pcholn203_hs_c"	"MAM03821"
"MAM03802c"	"pailar_hs"	""	""	""	""	""	""	""	""	""	"pailar_hs"	"pailar_hs_c"	"MAM03802"
"MAM03828c"	"pcholn24_hs"	""	""	"HMDB0010405"	""	""	"C04230"	""	""	"24779481"	"pcholn24_hs"	"pcholn24_hs_c"	"MAM03828"
"MAM03829c"	"pcholn261_hs"	""	""	""	""	""	""	""	""	""	"pcholn261_hs"	"pcholn261_hs_c"	"MAM03829"
"MAM03830c"	"pcholn281_hs"	""	""	""	""	""	""	""	""	""	"pcholn281_hs"	"pcholn281_hs_c"	"MAM03830"
"MAM03831c"	"pcholn28_hs"	""	""	""	""	""	""	""	""	""	"pcholn28_hs"	"pcholn28_hs_c"	"MAM03831"
"MAM03810c"	"pcholdoc_hs"	""	""	""	""	""	""	""	""	""	"pcholdoc_hs"	"pcholdoc_hs_c"	"MAM03810"
"MAM03811c"	"pcholeic_hs"	""	""	""	""	""	""	""	""	""	"pcholeic_hs"	"pcholeic_hs_c"	"MAM03811"
"MAM03812c"	"pcholet_hs"	""	""	""	""	""	""	""	""	""	"pcholet_hs"	"pcholet_hs_c"	"MAM03812"
"MAM03813c"	"pcholhep_hs"	"CHEBI:580913"	""	"HMDB0012108"	""	""	"C04230"	""	""	"24779463"	"pcholhep_hs"	"pcholhep_hs_c"	"MAM03813"
"MAM03814c"	"pchollinl_hs"	"CHEBI:28733"	""	""	""	""	""	""	""	""	"pchollinl_hs"	"pchollinl_hs_c"	"MAM03814"
"MAM03856c"	"pelinl_hs"	"CHEBI:83058"	""	""	""	""	""	""	""	""	"pelinl_hs"	"pelinl_hs_c"	"MAM03856"
"MAM03569c"	"eidi1114ac"	"CHEBI:603631"	""	"HMDB0005060"	""	""	"C16525"	""	""	"6439848"	"eidi1114ac"	"eidi1114ac_c"	"MAM03569"
"MAM03684c"	"hxa"	"CHEBI:17120"	""	""	""	""	""	""	"MNXM1653"	""	"hxa"	"hxa_c"	"MAM03684"
"MAM03976c"	"tetdeca511ac"	""	""	""	""	""	""	""	""	""	"tetdeca511ac"	"tetdeca511ac_c"	"MAM03976"
"MAM03619c"	"glyc2p"	"CHEBI:58083"	""	""	""	""	""	""	"MNXM2527"	""	"glyc2p"	"glyc2p_c"	"MAM03619"
"MAM03401c"	"aclys"	""	""	""	""	""	""	""	""	""	"aclys"	"aclys_c"	"MAM03401"
"MAM03276c"	"4mtob"	""	""	""	""	""	""	""	""	""	"4mtob"	"4mtob_c"	"MAM03276"
"MAM03248c"	"3mtp"	""	""	""	""	""	""	""	"MNXM2782"	""	"3mtp"	"3mtp_c"	"MAM03248"
"MAM03248e"	"3mtp"	""	""	""	""	""	""	""	"MNXM2782"	""	"3mtp"	"3mtp_s"	"MAM03248"
"MAM00126e"	"elaidcrn"	""	""	"HMDB0006464"	""	""	""	""	"MNXM173930;MNXM8576"	"53477837"	"elaidcrn"	"m00126s"	"MAM00126"
"MAM02388e"	"lnlccrn"	""	""	""	""	"HC10855"	""	""	"MNXM8847"	"6450015"	"lnlccrn"	"m02388s"	"MAM02388"
"MAM03882e"	"phlac"	"CHEBI:8100"	""	""	""	""	""	""	""	""	"phlac"	"phlac_s"	"MAM03882"
"MAM00380e"	"15HPET"	"CHEBI:15628"	""	"HMDB0004244"	""	""	"C05966"	"LMFA03060014"	"MNXM162620;MNXM2314"	"5280893"	"15HPET"	"m00380s"	"MAM00380"
"MAM01892e"	"15kprostgf2"	"CHEBI:133409"	""	""	""	""	""	""	""	""	"15kprostgf2"	"15kprostgf2_s"	"MAM01892"
"MAM00605e"	"21hprgnlone"	"CHEBI:28043"	""	""	""	""	"C05485"	"LMST02030167"	"MNXM735991"	""	"21hprgnlone"	"m00605s"	"MAM00605"
"MAM00670e"	"2oxoadp"	"CHEBI:15753"	""	"HMDB0000225"	""	"HC00273"	"C00322"	""	"MNXM263"	"71"	"2oxoadp"	"m00670s"	"MAM00670"
"MAM01004e"	"34hpl"	"CHEBI:17385"	""	"HMDB0000755"	""	""	"C03672"	""	"MNXM114141"	"9378"	"34hpl"	"m01004s"	"MAM01004"
"MAM00784c"	"3hmp"	"CHEBI:37373"	""	"HMDB0000023"	""	"HC00705"	"C06001"	""	"MNXM396"	"440873"	"3hmp"	"m00784c"	"MAM00784"
"MAM00784e"	"3hmp"	"CHEBI:37373"	""	"HMDB0000023"	""	"HC00705"	"C06001"	""	"MNXM396"	"440873"	"3hmp"	"m00784s"	"MAM00784"
"MAM03234c"	"3hpppnohgluc"	""	""	""	""	""	""	""	""	""	"3hpppnohgluc"	"3hpppnohgluc_c"	"MAM03234"
"MAM03234e"	"3hpppnohgluc"	""	""	""	""	""	""	""	""	""	"3hpppnohgluc"	"3hpppnohgluc_s"	"MAM03234"
"MAM03232c"	"3hpppn"	"CHEBI:57277"	""	""	""	""	""	""	"MNXM1634"	""	"3hpppn"	"3hpppn_c;MAM03231c"	"MAM03232"
"MAM03233c"	"3hpppnoh"	""	""	""	""	""	""	""	""	""	"3hpppnoh"	"3hpppnoh_c"	"MAM03233"
"MAM02142e"	"3hpp"	"CHEBI:33404"	""	"HMDB0000700"	""	"HC00625"	"C01013"	""	"MNXM872"	"68152"	"3hpp"	"m02142s"	"MAM02142"
"MAM03247e"	"3mhis"	"CHEBI:70959"	""	""	""	""	""	""	""	""	"3mhis"	"3mhis_s"	"MAM03247"
"MAM00821e"	"3moxtyr"	"CHEBI:742324"	""	"HMDB0000022"	""	""	"C05587"	""	"MNXM3848"	"1669"	"3moxtyr"	"m00821s"	"MAM00821"
"MAM00922e"	"3uib"	"CHEBI:1670"	""	"HMDB0002031"	""	"HC01371"	"C05100"	""	"MNXM1015"	"160663"	"3uib"	"m00922s"	"MAM00922"
