genes,GSM2804336,GSM2804337,GSM2804338,GSM2804339,GSM2804340,GSM2804341,GSM2804342,GSM2804343,GSM2804344,GSM2804345,GSM2804346,GSM2804347,GSM2804348,GSM2804349,GSM2804350,GSM2804351,GSM2804352,GSM2804353,GSM2804354,GSM2804355,GSM2804356,GSM2804357,GSM2804358,GSM2804359,GSM2804360,GSM2804361,GSM2804362,GSM2804363,GSM2804364,GSM2804365,GSM2804366,GSM2804367,GSM2804368,GSM2804369,GSM2804371,GSM2804373,GSM2804375,GSM2804378,GSM2804380
1810058I24Rik,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
38412,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Bsn,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Il4i1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Guk1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Cst7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9
Disc1,9,9,8,9,9,9,9,9,8,9,9,9,9,9,9,9,8,9,9,8,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9
Zfp568,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,8,9,9,9,9
Cep135,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Neil1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Slc13a3,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,8,9
Tmem150a,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Pars2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Mcph1,9,9,9,9,9,8,9,9,9,8,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9
Wfs1,9,9,9,9,8,9,9,9,8,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Isoc2b,9,9,9,9,8,9,8,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Agap3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Ttll5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9
Eef1e1,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Coa4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1110008F13Rik,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Dffb,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,8,9,9,8,9
Mmaa,9,9,9,9,8,9,9,9,9,9,8,8,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
D330041H03Rik,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Cep41,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Mrpl20,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Mrps31,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9
Csrnp2,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Tbcc,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Ppil3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Rfng,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Gtf2h5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Lsm4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Dnajc4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Tnfrsf17,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Zfp787,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4930402H24Rik,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,8,8,9
Itpr1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9
Rfesd,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,8,9,9,8,9,8,8,9,9,9,9,9,9,8,9,9,8,9,8,9,9
Zbtb37,9,9,8,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,8,9,8,9,9,9,9,9,9,9,9,9,9,8,9,8,9,9,9,9,9
Mtx3,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8
Napb,9,9,9,9,9,9,9,9,9,9,8,8,9,8,9,9,9,9,9,9,8,9,8,8,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9
1700029J07Rik,9,9,9,9,9,9,9,9,9,9,9,8,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Gm4951,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Arhgap27os3,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Osgepl1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Slamf1,9,8,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,8,9,9,9,9,8,8,8,9,9,9,9,8,9,9,9,9
Plekha8,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,8,9,9,9,9,9,8,9,9,9,9,8,9,9,9,8,9,8
Gm10509,9,9,8,9,9,9,9,9,9,8,8,8,9,9,9,9,9,9,9,8,8,8,8,8,8,9,9,8,9,9,9,9,9,9,9,9,8,9,9
Usp54,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Sergef,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9
Phf7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9
Gbp2,9,9,9,9,9,8,9,9,9,8,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9
Taf6l,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Mppe1,9,9,9,9,9,9,9,9,9,8,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9
4933439C10Rik,9,9,8,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,8,8,8,9,9,8
Snrpd3,8,9,9,9,9,9,8,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9
Zfp976,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8
Tmem189,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9
Cdk5rap1,9,9,9,9,9,9,9,9,9,9,9,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,8,9,9,9,9,9,9,9
Axin1,8,8,9,9,9,9,9,9,9,9,9,9,8,9,9,9,8,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9
Thoc7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Tmub1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Myeov2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Mllt11,9,8,8,9,9,9,9,8,8,8,8,9,9,9,9,9,9,8,9,8,9,9,9,9,9,9,8,9,8,9,9,9,9,8,9,9,9,9,9
Pafah1b3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Cdc73,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Mta3,9,9,9,9,9,9,8,9,9,8,9,8,9,9,9,9,9,8,9,9,9,9,8,9,9,8,9,9,9,9,9,9,8,9,9,9,8,9,9
Mfsd7b,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Bpgm,9,9,9,9,9,9,9,9,9,8,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Tmem154,8,9,9,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,9,9,8,9,8,9,9,9,9,8,9,8,9,9,9,9,9,9,9,8,9
6430548M08Rik,8,8,9,9,9,9,8,9,9,9,9,8,8,8,9,9,8,9,9,9,8,9,9,9,9,9,8,9,9,9,9,9,8,9,8,9,9,8,9
Stk26,9,9,9,9,8,9,8,8,8,9,9,9,9,9,9,8,9,8,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9
Rmi1,9,8,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Pdpr,9,9,8,8,9,9,9,9,9,8,9,9,9,9,8,9,9,9,9,8,9,9,8,9,9,8,9,8,9,9,9,9,9,9,8,9,9,9,9
Fkrp,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map3k15,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9
Zfp511,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
5031425E22Rik,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,8,8,9,9,9,9,8,9,9,9,9,9
Unkl,9,9,8,9,9,9,9,8,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Oscp1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Ccdc12,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Trim37,9,9,9,9,9,9,9,9,9,8,8,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9
2900005J15Rik,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9
AU022252,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,8,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,8
Vsig10l,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,8,9,9,9,9,9
Ndufa7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Armcx5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Zfp367,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Trim41,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Ift122,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,8,8,8,9,9,9,9,9,9,9,9,9
Faim,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Strn,9,9,9,9,9,9,9,9,9,8,9,9,8,9,8,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8
Mrpl58,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Pde6d,9,9,9,9,9,9,8,9,9,8,9,9,9,9,9,8,9,9,9,8,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,9,9,9,9
Tmem230,8,9,8,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9
Mrps11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Ost4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Proser3,9,9,9,9,8,9,9,9,9,9,9,9,8,8,8,8,9,9,9,9,9,9,9,8,9,9,9,9,8,8,9,9,9,9,9,9,9,9,9
Ppil1,9,9,9,9,9,9,9,8,8,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Prkci,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,8,9,9,8,9,8,9,9,8,9,8,8,9,9,8,9,9,8,8,8,8,9
Coa7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Flywch1,9,9,9,9,9,9,9,9,8,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Adamtsl2,8,8,9,8,8,8,9,9,9,9,9,8,9,9,9,9,9,9,8,9,8,9,9,9,8,8,9,8,9,8,9,9,8,8,8,9,9,8,9
Cep164,9,8,8,9,9,9,8,8,9,8,8,8,9,9,8,8,9,8,8,9,8,9,9,9,9,9,9,9,8,8,9,8,9,8,8,9,8,9,9
Atp5o,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Apool,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Zc3h8,9,9,9,9,9,9,9,9,9,9,8,9,9,8,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,8,9,9,9,9,8
Tmem237,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9
Noc3l,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,8,9,9,8,9,9,9,9,8,8,8,9,9,8,8,9
Pop7,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Phc1,8,8,8,9,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,9,8,8,8,8,9
Cenpt,8,9,9,9,9,8,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,8,8,9,8,9,9,8,9,9,9,8,9,9,8,9,9
Postn,9,9,9,9,9,9,9,8,9,8,9,9,8,8,9,9,9,8,9,8,9,8,9,9,9,9,8,9,9,9,9,9,8,8,9,9,8,9,8
Phpt1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Thop1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Magee1,9,9,9,9,9,8,9,8,8,9,9,8,8,8,9,9,9,8,8,9,9,9,8,8,9,9,9,8,8,9,9,9,9,8,9,9,9,9,9
Arhgef4,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,8,8,8,8,9,8,9,8,9,9,9,8,9,8,8,8,8,9,8
Prdm4,9,9,8,9,9,9,9,8,9,9,8,9,9,9,8,9,8,8,9,9,9,9,9,9,9,9,9,8,9,8,9,9,9,9,8,8,9,9,9
Pgls,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Chst11,9,8,8,9,9,9,8,9,9,8,8,9,9,9,9,8,9,8,9,8,8,9,8,9,9,8,9,9,9,8,9,9,9,9,9,9,9,9,9
Vps13a,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9
Nup54,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,8,9,9,9,9
Hmbs,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Osgin1,9,9,8,9,8,8,8,8,8,8,8,8,8,9,8,8,9,8,8,8,8,8,8,8,8,8,8,9,9,8,9,8,8,8,9,8,8,9,8
Zfp456,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9
Ippk,8,9,8,9,8,9,8,9,9,9,9,9,9,9,9,9,9,8,9,8,9,9,8,8,8,8,9,8,9,9,9,9,9,8,9,8,9,9,8
Csgalnact2,8,9,8,9,8,8,9,8,8,8,8,9,9,8,9,9,8,9,8,8,8,8,8,8,8,8,9,8,8,9,9,9,8,9,8,8,8,9,8
Erlec1,9,9,9,9,9,9,9,9,8,9,8,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Zbtb14,9,9,8,8,9,9,9,9,9,8,8,9,9,9,9,8,9,8,8,8,8,8,8,8,8,9,8,8,9,8,9,9,9,8,9,9,8,9,9
9530082P21Rik,8,8,8,8,9,8,8,8,8,9,8,8,8,8,8,9,8,8,8,8,9,9,8,9,9,8,9,8,8,9,9,9,9,9,8,9,9,9,8
Ccdc126,9,9,9,8,9,8,9,9,8,9,9,8,9,9,8,9,9,9,9,9,9,9,9,9,9,8,9,8,9,9,9,9,9,9,8,9,9,9,9
Cep89,9,9,8,9,9,9,9,8,8,9,9,9,9,8,8,9,8,9,9,9,9,8,9,9,9,9,9,8,8,9,9,8,9,9,9,8,9,9,9
Dnajc27,9,9,9,9,9,9,9,9,9,9,8,8,9,9,9,9,9,8,8,8,9,8,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9
Slc24a3,9,8,9,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,9,9,8,8,8,8,8,9,8,8,8,8,9,9,9,9,8,9,9,9,9
Msra,8,8,9,8,9,8,9,9,8,8,9,8,9,8,9,9,9,9,8,9,9,8,9,8,9,8,9,9,9,9,9,9,9,9,9,9,8,9,8
Nol12,8,9,9,8,8,9,9,9,8,9,9,8,9,9,9,9,9,9,9,9,8,8,8,8,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9
R3hcc1,8,8,8,8,9,8,8,9,8,9,9,8,9,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,9,9,8,8,8,9,8,8,8,8
Atp2a3,8,9,8,9,8,8,9,8,8,8,8,8,8,8,8,9,8,9,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,8,8,8,8,9,8
Phykpl,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,8,9,9,9,8,8,9,9
Sertad1,9,9,8,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,8,8,8,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9
Pdk3,8,8,8,9,9,9,9,8,8,8,8,8,8,8,8,9,8,9,9,9,8,8,9,9,9,9,8,9,8,9,9,8,9,9,9,8,9,9,9
Nsmce2,8,8,8,9,9,8,9,8,8,9,8,9,8,8,8,8,8,8,8,9,8,8,9,9,9,8,9,9,8,9,9,8,9,9,8,8,8,9,8
Sesn2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Mpp7,8,9,8,8,8,9,8,8,9,8,9,8,9,8,9,8,8,9,8,8,9,8,8,8,8,9,8,9,9,9,9,8,9,9,9,9,9,9,9
Agtpbp1,9,8,9,9,8,9,8,9,8,8,8,8,8,8,9,8,9,8,9,9,8,9,8,8,8,9,9,8,9,9,9,8,8,8,8,8,9,8,8
Ndrg2,9,9,8,8,9,9,9,8,8,8,8,8,9,9,8,9,9,9,9,8,8,9,8,9,8,8,9,8,8,9,9,9,9,8,8,9,8,9,8
1700094D03Rik,9,8,8,8,8,9,9,9,9,9,9,9,8,8,9,9,8,9,9,9,9,9,8,9,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9
Mitd1,9,8,9,9,9,8,8,9,9,9,8,9,9,8,9,8,8,8,8,8,8,8,9,8,9,9,9,9,9,8,9,9,8,9,8,9,9,9,9
Psma3,9,8,9,9,9,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,9,8,9,8,9,9,8,8,8,9,9,8,9,8,8,9,8,9
Xxylt1,9,9,9,9,9,9,9,8,9,8,8,9,9,8,9,8,9,8,9,9,8,9,8,9,8,8,9,8,8,8,9,9,9,9,8,9,8,9,9
Rabepk,8,8,9,9,9,9,8,9,9,8,9,8,8,8,9,8,9,9,9,9,9,9,8,9,8,8,9,9,8,9,9,8,9,9,9,9,8,8,9
Slc25a26,8,8,8,8,8,9,8,9,8,9,8,8,8,8,8,8,9,9,8,8,8,8,8,8,8,9,8,8,8,8,9,8,8,9,8,9,8,8,8
Arglu1,8,9,9,9,8,8,8,8,8,8,9,8,8,9,8,8,8,8,8,8,8,8,9,9,8,8,8,8,9,8,9,9,9,8,8,9,8,8,8
Trappc6a,9,9,8,9,9,9,9,9,9,9,9,9,8,8,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,8,9,9,9,8,9,9,8
Gorab,8,8,8,9,9,9,9,9,9,9,9,9,8,9,9,8,8,8,9,9,9,9,9,9,8,8,9,9,9,9,9,8,8,9,9,8,9,9,8
Porcn,9,9,8,9,9,9,9,9,9,8,9,8,8,9,9,9,9,9,8,9,9,9,9,8,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9
Ttc21b,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,9,8,8,9,8,9,9,9,9
Grk6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,9,8,8,8,9,8,9,9,9,9,9,9,9,9,9,9,9
Znhit3,9,9,9,9,8,9,8,9,9,9,9,8,8,8,9,9,9,9,9,9,9,9,9,8,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9
Wrnip1,8,8,9,9,9,8,8,8,9,9,9,8,8,8,8,9,8,8,8,9,8,9,8,8,8,9,9,8,9,9,9,8,8,8,8,8,8,8,8
Pgghg,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,8,9,9,8,9,8,9,9,8,9,9,9,9,9,8
Chchd5,8,9,8,8,9,9,9,9,8,9,8,8,9,9,9,9,8,8,8,8,9,9,8,9,8,9,9,9,9,9,9,9,8,9,9,8,8,9,8
